C,H,O,N,C13,S,P,El_comp,Class,DBE,DBEO,AI,AImod,O_C,H_C,N_C,P_C,N_P,P_N,NOSC,GFE,PI,nkm,KD-CH2,KD-CO2,KD-H2,KD-O2,KD-H2O,KD-CHO,molecular formula,outline,specifics,MSCC
21,26,6,0,0,0,0,CHO,Lignin,9.0,3.0,0.2,0.33333,0.28571,1.2381,0.0,0.0,0.0,0.0,-0.66667,79.3,0.28571,374.0,0.01966,0.48496,2.50852,0.51743,0.17878,0.36303,C21H26O6,PUCs,Lignin-like,POCs
18,31,6,0,0,0,1,CHOP,Protein,4.0,-2.0,0.0,0.0,0.33333,1.72222,0.0,0.05556,0.0,inf,-1.33333,98.3,0.33333,374.0,0.03564,0.46895,2.5244,0.50142,0.16279,0.34703,C18H31O6P,UAAs,Aliphatic-like,Lipid
18,30,8,0,0,0,0,CHO,Protein,4.0,-4.0,0.0,0.0,0.44444,1.66667,0.0,0.0,0.0,0.0,-0.77778,82.46667,0.44444,374.0,0.01926,0.48536,2.50812,0.51783,0.17918,0.36343,C18H30O8,UAAs,Aliphatic-like,Lipid
20,44,2,1,1,0,1,CHONP,Lipid,0.0,-2.0,0.0,0.0,0.1,2.2,0.05,0.05,1.0,1.0,-2.1,120.15,0.15,362.0,0.10861,0.59721,2.30124,0.62865,0.30075,0.47915,C(13)20H44O2NP,SSCs,Aliphatic-like,Lipid
13,14,12,0,1,0,0,CHO,Tannin,7.0,-5.0,0.0,0.14286,0.92308,1.07692,0.0,0.0,0.0,0.0,0.76923,38.37692,0.92308,363.0,0.18358,0.30597,2.59814,0.33747,0.00893,0.18769,C(13)13H14O12,PUCs,Tannin-like,POCs
17,13,9,1,0,0,0,CHON,ConHC,12.0,3.0,0.28571,0.56522,0.52941,0.76471,0.05882,0.0,inf,0.0,0.47059,46.88824,0.58824,375.0,0.15702,0.34876,2.65163,0.3813,0.04187,0.22655,C17H13O9N,PPAs,Polyphenol-like,Not Matched
17,14,9,0,1,0,0,CHO,ConHC,11.0,2.0,0.25,0.52,0.52941,0.82353,0.0,0.0,0.0,0.0,0.23529,53.59412,0.52941,363.0,0.14222,0.34738,2.55707,0.37889,0.05031,0.22908,C(13)17H14O9,PPAs,Polyphenol-like,POCs
11,22,9,1,0,1,1,CHONSP,Carb,2.0,-7.0,0.0,0.0,0.81818,2.0,0.09091,0.09091,1.0,1.0,-0.36364,70.66364,0.90909,375.0,0.11167,0.39417,2.60658,0.42672,0.08724,0.27194,C11H22O9NSP,SSCs,Aliphatic-like,Amino sugars
14,19,9,0,1,0,1,CHOP,Lignin,6.0,-3.0,0.0,0.05882,0.64286,1.35714,0.0,0.07143,0.0,inf,-0.42857,72.51429,0.64286,363.0,0.15821,0.33138,2.57294,0.36288,0.03432,0.21308,C(13)14H19O9P,PUCs,Lignin-like,Not Matched
14,18,11,0,1,0,0,CHO,Tannin,6.0,-5.0,0.0,0.05882,0.78571,1.28571,0.0,0.0,0.0,0.0,0.28571,52.15714,0.78571,363.0,0.14182,0.34778,2.55667,0.37929,0.05071,0.22948,C(13)14H18O11,PUCs,Tannin-like,POCs
18,17,8,1,0,0,0,CHON,Lignin,11.0,3.0,0.22222,0.46154,0.44444,0.94444,0.05556,0.0,inf,0.0,0.11111,57.13333,0.5,375.0,0.11527,0.39057,2.61015,0.42311,0.08365,0.26834,C18H17O8N,PUCs,Lignin-like,Not Matched
18,18,8,0,1,0,0,CHO,Lignin,10.0,2.0,0.2,0.42857,0.44444,1.0,0.0,0.0,0.0,0.0,-0.11111,63.46667,0.44444,363.0,0.10047,0.38919,2.51559,0.4207,0.09209,0.27088,C(13)18H18O8,PUCs,Lignin-like,POCs
15,23,8,0,1,0,1,CHOP,Lignin,5.0,-3.0,0.0,0.0,0.53333,1.53333,0.0,0.06667,0.0,inf,-0.8,83.1,0.53333,363.0,0.11645,0.37319,2.53147,0.40469,0.07609,0.25488,C(13)15H23O8P,UAAs,Aliphatic-like,Lipid
15,22,10,0,1,0,0,CHO,Lignin,5.0,-5.0,0.0,0.0,0.66667,1.46667,0.0,0.0,0.0,0.0,-0.13333,64.1,0.66667,363.0,0.10007,0.38959,2.51519,0.4211,0.09248,0.27128,C(13)15H22O10,PUCs,Lignin-like,Not Matched
19,21,7,1,0,0,0,CHON,Lignin,10.0,3.0,0.18182,0.37931,0.36842,1.10526,0.05263,0.0,inf,0.0,-0.21053,66.3,0.42105,375.0,0.07351,0.43238,2.56868,0.46493,0.12542,0.31014,C19H21O7N,PUCs,Lignin-like,Not Matched
19,22,7,0,1,0,0,CHO,Lignin,9.0,2.0,0.16667,0.35484,0.36842,1.15789,0.0,0.0,0.0,0.0,-0.42105,72.3,0.36842,363.0,0.05872,0.431,2.47412,0.46251,0.13386,0.31267,C(13)19H22O7,PUCs,Lignin-like,POCs
16,27,7,0,1,0,1,CHOP,Protein,4.0,-3.0,0.0,0.0,0.4375,1.6875,0.0,0.0625,0.0,inf,-1.125,92.3625,0.4375,363.0,0.0747,0.415,2.48999,0.44651,0.11787,0.29667,C(13)16H27O7P,UAAs,Aliphatic-like,Lipid
16,26,9,0,1,0,0,CHO,Protein,4.0,-5.0,0.0,0.0,0.5625,1.625,0.0,0.0,0.0,0.0,-0.5,74.55,0.5625,363.0,0.05832,0.4314,2.47372,0.46291,0.13426,0.31307,C(13)16H26O9,UAAs,Aliphatic-like,Lipid
16,8,11,0,0,0,0,CHO,ConHC,13.0,2.0,0.4,0.71429,0.6875,0.5,0.0,0.0,0.0,0.0,0.875,35.3625,0.6875,376.0,0.21507,0.29197,2.71595,0.3246,0.01568,0.16946,C16H8O11,PAs,Cond. aromatic-like,POCs
13,13,11,0,0,0,1,CHOP,Tannin,8.0,-3.0,0.0,0.23077,0.84615,1.0,0.0,0.07692,0.0,inf,0.30769,51.53077,0.84615,376.0,0.23106,0.27597,2.73182,0.3086,0.03167,0.15346,C13H13O11P,PUCs,Tannin-like,POCs
24,8,5,0,0,0,0,CHO,ConHC,21.0,16.0,0.84211,0.86047,0.20833,0.33333,0.0,0.0,0.0,0.0,0.08333,57.925,0.20833,376.0,0.13237,0.37479,2.63379,0.40743,0.06707,0.25225,C24H8O5,PAs,Cond. aromatic-like,POCs
17,12,10,0,0,0,0,CHO,ConHC,12.0,2.0,0.28571,0.58333,0.58824,0.70588,0.0,0.0,0.0,0.0,0.47059,46.88824,0.58824,376.0,0.17332,0.33378,2.67447,0.36641,0.02609,0.21125,C17H12O10,PPAs,Polyphenol-like,POCs
14,16,10,0,0,1,0,CHOS,Tannin,7.0,-3.0,0.0,0.125,0.71429,1.14286,0.0,0.0,0.0,0.0,0.42857,48.08571,0.71429,376.0,0.11199,0.3952,2.61355,0.42783,0.08746,0.27265,C14H16O10S,PUCs,Tannin-like,POCs
14,17,10,0,0,0,1,CHOP,Tannin,7.0,-3.0,0.0,0.125,0.71429,1.21429,0.0,0.07143,0.0,inf,-0.14286,64.37143,0.71429,376.0,0.1893,0.31778,2.69035,0.35041,0.0101,0.19526,C14H17O10P,PUCs,Tannin-like,POCs
14,16,12,0,0,0,0,CHO,Tannin,7.0,-5.0,0.0,0.125,0.85714,1.14286,0.0,0.0,0.0,0.0,0.57143,44.01429,0.85714,376.0,0.17292,0.33418,2.67408,0.36681,0.02649,0.21165,C14H16O12,PUCs,Tannin-like,POCs
25,12,4,0,0,0,0,CHO,ConHC,20.0,16.0,0.7619,0.78261,0.16,0.48,0.0,0.0,0.0,0.0,-0.16,64.86,0.16,376.0,0.09061,0.4166,2.59232,0.44924,0.10885,0.29405,C25H12O4,PAs,Cond. aromatic-like,POCs
18,16,9,0,0,0,0,CHO,Lignin,11.0,2.0,0.22222,0.48148,0.5,0.88889,0.0,0.0,0.0,0.0,0.11111,57.13333,0.5,376.0,0.13157,0.37559,2.633,0.40823,0.06787,0.25305,C18H16O9,PUCs,Lignin-like,POCs
15,20,9,0,0,1,0,CHOS,Lignin,6.0,-3.0,0.0,0.05263,0.6,1.33333,0.0,0.0,0.0,0.0,0.0,60.3,0.6,376.0,0.07024,0.43701,2.57207,0.46965,0.12923,0.31444,C15H20O9S,PUCs,Lignin-like,Lipid
15,21,9,0,0,0,1,CHOP,Lignin,6.0,-3.0,0.0,0.05263,0.6,1.4,0.0,0.06667,0.0,inf,-0.53333,75.5,0.6,376.0,0.14755,0.35959,2.64887,0.39222,0.05188,0.23705,C15H21O9P,PUCs,Lignin-like,Lipid
15,20,11,0,0,0,0,CHO,Tannin,6.0,-5.0,0.0,0.05263,0.73333,1.33333,0.0,0.0,0.0,0.0,0.13333,56.5,0.73333,376.0,0.13117,0.37599,2.6326,0.40863,0.06827,0.25345,C15H20O11,PUCs,Tannin-like,Not Matched
19,21,6,0,0,0,1,CHOP,Lignin,10.0,4.0,0.25,0.4,0.31579,1.10526,0.0,0.05263,0.0,inf,-0.73684,81.3,0.31579,376.0,0.1062,0.401,2.60779,0.43364,0.09325,0.27845,C19H21O6P,PUCs,Lignin-like,POCs
26,16,3,0,0,0,0,CHO,ConHC,19.0,16.0,0.69565,0.71429,0.11538,0.61538,0.0,0.0,0.0,0.0,-0.38462,71.26154,0.11538,376.0,0.04886,0.45841,2.55084,0.49105,0.15062,0.33584,C26H16O3,PAs,Cond. aromatic-like,POCs
19,20,8,0,0,0,0,CHO,Lignin,10.0,2.0,0.18182,0.4,0.42105,1.05263,0.0,0.0,0.0,0.0,-0.21053,66.3,0.42105,376.0,0.08981,0.4174,2.59152,0.45004,0.10964,0.29485,C19H20O8,PUCs,Lignin-like,POCs
16,24,8,0,0,1,0,CHOS,Protein,5.0,-3.0,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,-0.375,70.9875,0.5,376.0,0.02848,0.47882,2.5306,0.51146,0.17101,0.35624,C16H24O8S,UAAs,Aliphatic-like,Lipid
16,25,8,0,0,0,1,CHOP,Protein,5.0,-3.0,0.0,0.0,0.5,1.5625,0.0,0.0625,0.0,inf,-0.875,85.2375,0.5,376.0,0.1058,0.4014,2.6074,0.43404,0.09365,0.27885,C16H25O8P,UAAs,Aliphatic-like,Lipid
16,24,10,0,0,0,0,CHO,AminoSugar,5.0,-5.0,0.0,0.0,0.625,1.5,0.0,0.0,0.0,0.0,-0.25,67.425,0.625,376.0,0.08941,0.4178,2.59112,0.45044,0.11004,0.29525,C16H24O10,UAAs,Aliphatic-like,Not Matched
27,20,2,0,0,0,0,CHO,ConHC,18.0,16.0,0.64,0.65385,0.07407,0.74074,0.0,0.0,0.0,0.0,-0.59259,77.18889,0.07407,376.0,0.00711,0.50022,2.50936,0.53287,0.1924,0.37764,C27H20O2,PPAs,Polyphenol-like,POCs
20,24,7,0,0,0,0,CHO,Lignin,9.0,2.0,0.15385,0.33333,0.35,1.2,0.0,0.0,0.0,0.0,-0.5,74.55,0.35,376.0,0.04806,0.45921,2.55005,0.49185,0.15142,0.33664,C20H24O7,PUCs,Lignin-like,POCs
17,29,7,0,0,0,1,CHOP,Protein,4.0,-3.0,0.0,0.0,0.41176,1.70588,0.0,0.05882,0.0,inf,-1.17647,93.82941,0.41176,376.0,0.06404,0.44321,2.56592,0.47585,0.13543,0.32064,C17H29O7P,UAAs,Aliphatic-like,Lipid
17,28,9,0,0,0,0,CHO,Protein,4.0,-5.0,0.0,0.0,0.52941,1.64706,0.0,0.0,0.0,0.0,-0.58824,77.06471,0.52941,376.0,0.04766,0.45961,2.54965,0.49225,0.15182,0.33704,C17H28O9,UAAs,Aliphatic-like,Lipid
21,28,6,0,0,0,0,CHO,Lignin,8.0,2.0,0.13333,0.27778,0.28571,1.33333,0.0,0.0,0.0,0.0,-0.7619,82.01429,0.28571,376.0,0.00631,0.50102,2.50857,0.53367,0.1932,0.37844,C21H28O6,PUCs,Lignin-like,Lipid
18,33,6,0,0,0,1,CHOP,Protein,3.0,-3.0,0.0,0.0,0.33333,1.83333,0.0,0.05556,0.0,inf,-1.44444,101.46667,0.33333,376.0,0.02229,0.48502,2.52445,0.51766,0.1772,0.36244,C18H33O6P,UAAs,Aliphatic-like,Lipid
16,11,10,1,0,0,0,CHON,ConHC,12.0,2.0,0.2,0.6,0.625,0.6875,0.0625,0.0,inf,0.0,0.75,38.925,0.6875,377.0,0.18542,0.32301,2.69315,0.35573,0.01451,0.20016,C16H11O10N,PPAs,Polyphenol-like,Not Matched
16,12,10,0,1,0,0,CHO,ConHC,11.0,1.0,0.16667,0.54545,0.625,0.75,0.0,0.0,0.0,0.0,0.5,46.05,0.625,365.0,0.17063,0.32164,2.59859,0.35331,0.02295,0.20269,C(13)16H12O10,PPAs,Polyphenol-like,POCs
13,17,10,0,1,0,1,CHOP,Tannin,6.0,-4.0,0.0,0.0,0.76923,1.30769,0.0,0.07692,0.0,inf,-0.15385,64.68462,0.76923,365.0,0.18661,0.30564,2.61447,0.33731,0.00696,0.1867,C(13)13H17O10P,PUCs,Tannin-like,POCs
13,16,12,0,1,0,0,CHO,Tannin,6.0,-6.0,0.0,0.0,0.92308,1.23077,0.0,0.0,0.0,0.0,0.61538,42.76154,0.92308,365.0,0.17023,0.32204,2.59819,0.35371,0.02335,0.20309,C(13)13H16O12,PUCs,Tannin-like,POCs
17,15,9,1,0,0,0,CHON,Lignin,11.0,2.0,0.14286,0.47826,0.52941,0.88235,0.05882,0.0,inf,0.0,0.35294,50.24118,0.58824,377.0,0.14367,0.36482,2.65168,0.39754,0.05629,0.24196,C17H15O9N,PUCs,Lignin-like,Not Matched
17,16,9,0,1,0,0,CHO,Lignin,10.0,1.0,0.125,0.44,0.52941,0.94118,0.0,0.0,0.0,0.0,0.11765,56.94706,0.52941,365.0,0.12887,0.36345,2.55712,0.39513,0.06473,0.24449,C(13)17H16O9,PUCs,Lignin-like,POCs
14,20,9,1,0,0,1,CHONP,Lignin,6.0,-3.0,0.0,0.0,0.64286,1.42857,0.07143,0.07143,1.0,1.0,-0.28571,68.44286,0.71429,377.0,0.15965,0.34882,2.66755,0.38154,0.0403,0.22596,C14H20O9NP,PUCs,Lignin-like,Not Matched
14,21,9,0,1,0,1,CHOP,Lignin,5.0,-4.0,0.0,0.0,0.64286,1.5,0.0,0.07143,0.0,inf,-0.57143,76.58571,0.64286,365.0,0.14486,0.34745,2.57299,0.37912,0.04874,0.22849,C(13)14H21O9P,UAAs,Aliphatic-like,Not Matched
14,20,11,0,1,0,0,CHO,Tannin,5.0,-6.0,0.0,0.0,0.78571,1.42857,0.0,0.0,0.0,0.0,0.14286,56.22857,0.78571,365.0,0.12847,0.36385,2.55672,0.39553,0.06513,0.24489,C(13)14H20O11,PUCs,Tannin-like,Not Matched
18,19,8,1,0,0,0,CHON,Lignin,10.0,2.0,0.11111,0.38462,0.44444,1.05556,0.05556,0.0,inf,0.0,0.0,60.3,0.5,377.0,0.10192,0.40663,2.6102,0.43935,0.09806,0.28375,C18H19O8N,PUCs,Lignin-like,Not Matched
25,16,3,0,1,0,0,CHO,ConHC,18.0,15.0,0.68182,0.70213,0.12,0.64,0.0,0.0,0.0,0.0,-0.4,71.7,0.12,365.0,0.04617,0.44627,2.47496,0.47795,0.14748,0.32728,C(13)25H16O3,PAs,Cond. aromatic-like,POCs
18,20,8,0,1,0,0,CHO,Lignin,9.0,1.0,0.1,0.35714,0.44444,1.11111,0.0,0.0,0.0,0.0,-0.22222,66.63333,0.44444,365.0,0.08712,0.40526,2.51564,0.43694,0.1065,0.28629,C(13)18H20O8,PUCs,Lignin-like,POCs
15,25,8,0,1,0,1,CHOP,Protein,4.0,-4.0,0.0,0.0,0.53333,1.66667,0.0,0.06667,0.0,inf,-0.93333,86.9,0.53333,365.0,0.1031,0.38925,2.53152,0.42094,0.09051,0.27029,C(13)15H25O8P,UAAs,Aliphatic-like,Lipid
15,24,10,0,1,0,0,CHO,AminoSugar,4.0,-6.0,0.0,0.0,0.66667,1.6,0.0,0.0,0.0,0.0,-0.26667,67.9,0.66667,365.0,0.08672,0.40566,2.51524,0.43734,0.1069,0.28669,C(13)15H24O10,UAAs,Aliphatic-like,Not Matched
19,23,7,1,0,0,0,CHON,Lignin,9.0,2.0,0.09091,0.31034,0.36842,1.21053,0.05263,0.0,inf,0.0,-0.31579,69.3,0.42105,377.0,0.06016,0.44844,2.56872,0.48117,0.13984,0.32555,C19H23O7N,PUCs,Lignin-like,Not Matched
19,24,7,0,1,0,0,CHO,Lignin,8.0,1.0,0.08333,0.29032,0.36842,1.26316,0.0,0.0,0.0,0.0,-0.52632,75.3,0.36842,365.0,0.04537,0.44707,2.47416,0.47875,0.14828,0.32808,C(13)19H24O7,PUCs,Lignin-like,POCs
16,29,7,0,1,0,1,CHOP,Protein,3.0,-4.0,0.0,0.0,0.4375,1.8125,0.0,0.0625,0.0,inf,-1.25,95.925,0.4375,365.0,0.06135,0.43106,2.49004,0.46275,0.13229,0.31208,C(13)16H29O7P,UAAs,Aliphatic-like,Lipid
20,28,6,0,1,0,0,CHO,Lignin,7.0,1.0,0.07143,0.23529,0.3,1.4,0.0,0.0,0.0,0.0,-0.8,83.1,0.3,365.0,0.00361,0.48888,2.43269,0.52057,0.19005,0.36988,C(13)20H28O6,PUCs,Lignin-like,Lipid
18,35,5,1,0,1,0,CHONS,Lipid,2.0,-3.0,0.0,0.0,0.27778,1.94444,0.05556,0.0,inf,0.0,-1.11111,91.96667,0.33333,378.0,0.91533,0.40652,3.42485,0.37379,0.71525,0.52946,C18H35O5NS,N_Ccs,Aliphatic-like,Not Matched
16,10,11,0,0,0,0,CHO,ConHC,12.0,1.0,0.2,0.61905,0.6875,0.625,0.0,0.0,0.0,0.0,0.75,38.925,0.6875,378.0,0.20172,0.30804,2.716,0.34084,0.00126,0.18487,C16H10O11,PPAs,Polyphenol-like,POCs
13,15,11,0,0,0,1,CHOP,Tannin,7.0,-4.0,0.0,0.07692,0.84615,1.15385,0.0,0.07692,0.0,inf,0.15385,55.91538,0.84615,378.0,0.21771,0.29204,2.73187,0.32484,0.01725,0.16887,C13H15O11P,PUCs,Tannin-like,POCs
24,10,5,0,0,0,0,CHO,ConHC,20.0,15.0,0.78947,0.81395,0.20833,0.41667,0.0,0.0,0.0,0.0,0.0,60.3,0.20833,378.0,0.11902,0.39086,2.63384,0.42367,0.08149,0.26766,C24H10O5,PAs,Cond. aromatic-like,POCs
17,14,10,0,0,0,0,CHO,Lignin,11.0,1.0,0.14286,0.5,0.58824,0.82353,0.0,0.0,0.0,0.0,0.35294,50.24118,0.58824,378.0,0.15997,0.34985,2.67452,0.38265,0.04051,0.22666,C17H14O10,PPAs,Polyphenol-like,POCs
14,18,10,0,0,1,0,CHOS,Tannin,6.0,-4.0,0.0,0.0,0.71429,1.28571,0.0,0.0,0.0,0.0,0.28571,52.15714,0.71429,378.0,0.09864,0.41126,2.6136,0.44407,0.10188,0.28806,C14H18O10S,PUCs,Tannin-like,POCs
14,19,10,0,0,0,1,CHOP,Tannin,6.0,-4.0,0.0,0.0,0.71429,1.35714,0.0,0.07143,0.0,inf,-0.28571,68.44286,0.71429,378.0,0.17595,0.33385,2.6904,0.36665,0.02452,0.21067,C14H19O10P,PUCs,Tannin-like,Not Matched
14,18,12,0,0,0,0,CHO,Tannin,6.0,-6.0,0.0,0.0,0.85714,1.28571,0.0,0.0,0.0,0.0,0.42857,48.08571,0.85714,378.0,0.15957,0.35025,2.67412,0.38305,0.04091,0.22706,C14H18O12,PUCs,Tannin-like,POCs
25,14,4,0,0,0,0,CHO,ConHC,19.0,15.0,0.71429,0.73913,0.16,0.56,0.0,0.0,0.0,0.0,-0.24,67.14,0.16,378.0,0.07726,0.43267,2.59236,0.46548,0.12326,0.30946,C25H14O4,PAs,Cond. aromatic-like,POCs
18,18,9,0,0,0,0,CHO,Lignin,10.0,1.0,0.11111,0.40741,0.5,1.0,0.0,0.0,0.0,0.0,0.0,60.3,0.5,378.0,0.11822,0.39166,2.63305,0.42447,0.08229,0.26846,C18H18O9,PUCs,Lignin-like,POCs
15,22,9,0,0,1,0,CHOS,Lignin,5.0,-4.0,0.0,0.0,0.6,1.46667,0.0,0.0,0.0,0.0,-0.13333,64.1,0.6,378.0,0.05689,0.45307,2.57212,0.48589,0.14365,0.32985,C15H22O9S,PUCs,Lignin-like,Lipid
15,23,9,0,0,0,1,CHOP,AminoSugar,5.0,-4.0,0.0,0.0,0.6,1.53333,0.0,0.06667,0.0,inf,-0.66667,79.3,0.6,378.0,0.1342,0.37566,2.64892,0.40846,0.0663,0.25246,C15H23O9P,UAAs,Aliphatic-like,Lipid
15,22,11,0,0,0,0,CHO,Tannin,5.0,-6.0,0.0,0.0,0.73333,1.46667,0.0,0.0,0.0,0.0,0.0,60.3,0.73333,378.0,0.11782,0.39206,2.63265,0.42487,0.08269,0.26886,C15H22O11,PUCs,Tannin-like,Not Matched
26,18,3,0,0,0,0,CHO,ConHC,18.0,15.0,0.65217,0.67347,0.11538,0.69231,0.0,0.0,0.0,0.0,-0.46154,73.45385,0.11538,378.0,0.03551,0.47448,2.55089,0.50729,0.16504,0.35125,C26H18O3,PAs,Cond. aromatic-like,POCs
19,22,8,0,0,0,0,CHO,Lignin,9.0,1.0,0.09091,0.33333,0.42105,1.15789,0.0,0.0,0.0,0.0,-0.31579,69.3,0.42105,378.0,0.07646,0.43347,2.59157,0.46628,0.12406,0.31026,C19H22O8,PUCs,Lignin-like,POCs
16,27,8,0,0,0,1,CHOP,Protein,4.0,-4.0,0.0,0.0,0.5,1.6875,0.0,0.0625,0.0,inf,-1.0,88.8,0.5,378.0,0.09245,0.41747,2.60745,0.45028,0.10807,0.29426,C16H27O8P,UAAs,Aliphatic-like,Lipid
16,26,10,0,0,0,0,CHO,AminoSugar,4.0,-6.0,0.0,0.0,0.625,1.625,0.0,0.0,0.0,0.0,-0.375,70.9875,0.625,378.0,0.07606,0.43387,2.59117,0.46668,0.12446,0.31066,C16H26O10,UAAs,Aliphatic-like,Not Matched
27,22,2,0,0,0,0,CHO,UnsatHC,17.0,15.0,0.6,0.61538,0.07407,0.81481,0.0,0.0,0.0,0.0,-0.66667,79.3,0.07407,378.0,0.00624,0.51629,2.50941,0.54911,0.20681,0.39305,C27H22O2,PPAs,Polyphenol-like,POCs
20,26,7,0,0,0,0,CHO,Lignin,8.0,1.0,0.07692,0.27273,0.35,1.3,0.0,0.0,0.0,0.0,-0.6,77.4,0.35,378.0,0.03471,0.47528,2.5501,0.50809,0.16584,0.35205,C20H26O7,PUCs,Lignin-like,POCs
17,31,7,0,0,0,1,CHOP,Protein,3.0,-4.0,0.0,0.0,0.41176,1.82353,0.0,0.05882,0.0,inf,-1.29412,97.18235,0.41176,378.0,0.05069,0.45928,2.56597,0.49209,0.14985,0.33605,C17H31O7P,UAAs,Aliphatic-like,Lipid
21,30,6,0,0,0,0,CHO,Lignin,7.0,1.0,0.06667,0.22222,0.28571,1.42857,0.0,0.0,0.0,0.0,-0.85714,84.72857,0.28571,378.0,0.00704,0.51709,2.50862,0.54991,0.20761,0.39385,C21H30O6,PUCs,Lignin-like,Lipid
18,39,4,2,0,0,1,CHONP,Lipid,1.0,-3.0,0.0,0.0,0.22222,2.16667,0.11111,0.05556,2.0,0.5,-1.66667,107.8,0.33333,378.0,0.03701,0.5471,2.47885,0.57992,0.2376,0.42385,C18H39O4N2P,SSCs,Aliphatic-like,Lipid
15,10,11,0,1,0,0,CHO,ConHC,11.0,0.0,0.0,0.57895,0.73333,0.66667,0.0,0.0,0.0,0.0,0.8,37.5,0.73333,367.0,0.19903,0.2959,2.64012,0.32774,0.00441,0.17631,C(13)15H10O11,PPAs,Polyphenol-like,POCs
16,13,10,1,0,0,0,CHON,Lignin,11.0,1.0,0.0,0.5,0.625,0.8125,0.0625,0.0,inf,0.0,0.625,42.4875,0.6875,379.0,0.17208,0.33908,2.6932,0.37197,0.02893,0.21557,C16H13O10N,PPAs,Polyphenol-like,Not Matched
16,14,10,0,1,0,0,CHO,Lignin,10.0,0.0,0.0,0.45455,0.625,0.875,0.0,0.0,0.0,0.0,0.375,49.6125,0.625,367.0,0.15728,0.33771,2.59864,0.36955,0.03737,0.2181,C(13)16H14O10,PUCs,Lignin-like,POCs
13,19,10,0,1,0,1,CHOP,Tannin,5.0,-5.0,0.0,0.0,0.76923,1.46154,0.0,0.07692,0.0,inf,-0.30769,69.06923,0.76923,367.0,0.17326,0.3217,2.61452,0.35355,0.02138,0.20211,C(13)13H19O10P,PUCs,Tannin-like,Not Matched
17,17,9,1,0,0,0,CHON,Lignin,10.0,1.0,0.0,0.3913,0.52941,1.0,0.05882,0.0,inf,0.0,0.23529,53.59412,0.58824,379.0,0.13032,0.38089,2.65173,0.41378,0.07071,0.25737,C17H17O9N,PUCs,Lignin-like,Not Matched
17,18,9,0,1,0,0,CHO,Lignin,9.0,0.0,0.0,0.36,0.52941,1.05882,0.0,0.0,0.0,0.0,0.0,60.3,0.52941,367.0,0.11552,0.37951,2.55717,0.41137,0.07914,0.2599,C(13)17H18O9,PUCs,Lignin-like,POCs
14,22,9,0,1,1,0,CHOS,Lignin,4.0,-5.0,0.0,0.0,0.64286,1.57143,0.0,0.0,0.0,0.0,-0.14286,64.37143,0.64286,367.0,0.05419,0.44093,2.49624,0.47279,0.14051,0.32129,C(13)14H22O9S,UAAs,Aliphatic-like,Not Matched
14,23,9,0,1,0,1,CHOP,AminoSugar,4.0,-5.0,0.0,0.0,0.64286,1.64286,0.0,0.07143,0.0,inf,-0.71429,80.65714,0.64286,367.0,0.13151,0.36351,2.57304,0.39536,0.06315,0.2439,C(13)14H23O9P,UAAs,Aliphatic-like,Not Matched
18,21,8,1,0,0,0,CHON,Lignin,9.0,1.0,0.0,0.30769,0.44444,1.16667,0.05556,0.0,inf,0.0,-0.11111,63.46667,0.5,379.0,0.08857,0.4227,2.61025,0.4556,0.11248,0.29916,C18H21O8N,PUCs,Lignin-like,Not Matched
18,22,8,0,1,0,0,CHO,Lignin,8.0,0.0,0.0,0.28571,0.44444,1.22222,0.0,0.0,0.0,0.0,-0.33333,69.8,0.44444,367.0,0.07377,0.42132,2.51569,0.45318,0.12092,0.3017,C(13)18H22O8,PUCs,Lignin-like,POCs
17,21,7,3,0,0,0,CHON,Lignin,9.0,2.0,0.0,0.2381,0.41176,1.23529,0.17647,0.0,inf,0.0,0.11765,56.94706,0.58824,379.0,0.08437,0.4269,2.60608,0.4598,0.11668,0.30336,C17H21O7N3,PUCs,Lignin-like,Proteins
15,27,8,0,1,0,1,CHOP,Protein,3.0,-5.0,0.0,0.0,0.53333,1.8,0.0,0.06667,0.0,inf,-1.06667,90.7,0.53333,367.0,0.08975,0.40532,2.53157,0.43718,0.10493,0.2857,C(13)15H27O8P,UAAs,Aliphatic-like,Lipid
19,25,7,1,0,0,0,CHON,Lignin,8.0,1.0,0.0,0.24138,0.36842,1.31579,0.05263,0.0,inf,0.0,-0.42105,72.3,0.42105,379.0,0.04682,0.46451,2.56877,0.49741,0.15426,0.34096,C19H25O7N,PUCs,Lignin-like,Not Matched
19,26,7,0,1,0,0,CHO,Lignin,7.0,0.0,0.0,0.22581,0.36842,1.36842,0.0,0.0,0.0,0.0,-0.63158,78.3,0.36842,367.0,0.03202,0.46313,2.47421,0.49499,0.1627,0.34349,C(13)19H26O7,PUCs,Lignin-like,Lipid
16,31,7,0,1,0,1,CHOP,Protein,2.0,-5.0,0.0,0.0,0.4375,1.9375,0.0,0.0625,0.0,inf,-1.375,99.4875,0.4375,367.0,0.048,0.44713,2.49009,0.47899,0.14671,0.32749,C(13)16H31O7P,UAAs,Aliphatic-like,Lipid
20,30,6,0,1,0,0,CHO,Lignin,6.0,0.0,0.0,0.17647,0.3,1.5,0.0,0.0,0.0,0.0,-0.9,85.95,0.3,367.0,0.00974,0.50494,2.43274,0.53681,0.20447,0.38529,C(13)20H30O6,UAAs,Aliphatic-like,Lipid
